name	male_count	female_count	overall_count	male_ratio	female_ratio	max_ratio	predominant_gender
abelino	25.0	0.0	25.0	1.0	0.0	1.0	Male
abella	0.0	152.0	152.0	0.0	1.0	1.0	Female
abelle	0.0	209.0	209.0	0.0	1.0	1.0	Female
abert	21.0	0.0	21.0	1.0	0.0	1.0	Male
abes	69.0	0.0	69.0	1.0	0.0	1.0	Male
abess	28.0	0.0	28.0	1.0	0.0	1.0	Male
abi	24.0	119.0	143.0	0.16783216783216784	0.8321678321678322	0.8321678321678322	Female
abib	108.0	0.0	108.0	1.0	0.0	1.0	Male
abiba	0.0	200.0	200.0	0.0	1.0	1.0	Female
abibata	0.0	28.0	28.0	0.0	1.0	1.0	Female
abibatou	0.0	101.0	101.0	0.0	1.0	1.0	Female
abibou	29.0	0.0	29.0	1.0	0.0	1.0	Male
abid	138.0	0.0	138.0	1.0	0.0	1.0	Male
abida	0.0	77.0	77.0	0.0	1.0	1.0	Female
abidin	29.0	0.0	29.0	1.0	0.0	1.0	Male
abidine	28.0	0.0	28.0	1.0	0.0	1.0	Male
abie	0.0	49.0	49.0	0.0	1.0	1.0	Female
abiel	25.0	0.0	25.0	1.0	0.0	1.0	Male
abigael	28.0	1582.0	1610.0	0.017391304347826087	0.9826086956521739	0.9826086956521739	Female
abigaelle	0.0	1477.0	1477.0	0.0	1.0	1.0	Female
abigahel	0.0	65.0	65.0	0.0	1.0	1.0	Female
abigail	0.0	2088.0	2088.0	0.0	1.0	1.0	Female
abigaël	26.0	1340.0	1366.0	0.01903367496339678	0.9809663250366032	0.9809663250366032	Female
abigaëlle	0.0	1819.0	1819.0	0.0	1.0	1.0	Female
abigaïl	0.0	782.0	782.0	0.0	1.0	1.0	Female
abiha	0.0	40.0	40.0	0.0	1.0	1.0	Female
abil	20.0	0.0	20.0	1.0	0.0	1.0	Male
abilash	43.0	0.0	43.0	1.0	0.0	1.0	Male
abilio	284.0	0.0	284.0	1.0	0.0	1.0	Male
abimael	34.0	0.0	34.0	1.0	0.0	1.0	Male
abina	0.0	24.0	24.0	0.0	1.0	1.0	Female
abinash	59.0	0.0	59.0	1.0	0.0	1.0	Male
abinaya	0.0	140.0	140.0	0.0	1.0	1.0	Female
abinesh	26.0	0.0	26.0	1.0	0.0	1.0	Male
abiola	27.0	0.0	27.0	1.0	0.0	1.0	Male
abir	27.0	543.0	570.0	0.04736842105263158	0.9526315789473684	0.9526315789473684	Female
abira	0.0	73.0	73.0	0.0	1.0	1.0	Female
abiram	25.0	0.0	25.0	1.0	0.0	1.0	Male
abirami	0.0	52.0	52.0	0.0	1.0	1.0	Female
abiramy	0.0	31.0	31.0	0.0	1.0	1.0	Female
abire	0.0	54.0	54.0	0.0	1.0	1.0	Female
abisan	31.0	0.0	31.0	1.0	0.0	1.0	Male
abisha	0.0	105.0	105.0	0.0	1.0	1.0	Female
abishan	81.0	0.0	81.0	1.0	0.0	1.0	Male
abishek	29.0	0.0	29.0	1.0	0.0	1.0	Male
abla	0.0	422.0	422.0	0.0	1.0	1.0	Female
ablaye	104.0	0.0	104.0	1.0	0.0	1.0	Male
abner	30.0	0.0	30.0	1.0	0.0	1.0	Male
abou	1004.0	25.0	1029.0	0.9757045675413022	0.024295432458697766	0.9757045675413022	Male
abou-bakar	63.0	0.0	63.0	1.0	0.0	1.0	Male
abou-baker	26.0	0.0	26.0	1.0	0.0	1.0	Male
abou-bakr	201.0	0.0	201.0	1.0	0.0	1.0	Male
abou-sofiane	27.0	0.0	27.0	1.0	0.0	1.0	Male
aboubacar	2328.0	0.0	2328.0	1.0	0.0	1.0	Male
aboubacar-sidiki	30.0	0.0	30.0	1.0	0.0	1.0	Male
aboubacari	27.0	0.0	27.0	1.0	0.0	1.0	Male
aboubacary	43.0	0.0	43.0	1.0	0.0	1.0	Male
aboubacri	24.0	0.0	24.0	1.0	0.0	1.0	Male
aboubacry	50.0	0.0	50.0	1.0	0.0	1.0	Male
aboubaka	39.0	0.0	39.0	1.0	0.0	1.0	Male
aboubakar	1392.0	0.0	1392.0	1.0	0.0	1.0	Male
aboubakari	86.0	0.0	86.0	1.0	0.0	1.0	Male
aboubakary	171.0	0.0	171.0	1.0	0.0	1.0	Male
aboubaker	155.0	0.0	155.0	1.0	0.0	1.0	Male
aboubakr	355.0	0.0	355.0	1.0	0.0	1.0	Male
aboubakre	25.0	0.0	25.0	1.0	0.0	1.0	Male
aboubakri	49.0	0.0	49.0	1.0	0.0	1.0	Male
aboubakry	94.0	0.0	94.0	1.0	0.0	1.0	Male
aboudou	82.0	0.0	82.0	1.0	0.0	1.0	Male
aboudoulaye	41.0	0.0	41.0	1.0	0.0	1.0	Male
aboudramane	42.0	0.0	42.0	1.0	0.0	1.0	Male
aboulay	24.0	0.0	24.0	1.0	0.0	1.0	Male
aboulaye	204.0	0.0	204.0	1.0	0.0	1.0	Male
abraham	2749.0	0.0	2749.0	1.0	0.0	1.0	Male
abrahim	48.0	0.0	48.0	1.0	0.0	1.0	Male
abram	68.0	0.0	68.0	1.0	0.0	1.0	Male
abrar	37.0	137.0	174.0	0.21264367816091953	0.7873563218390804	0.7873563218390804	Female
abrare	0.0	23.0	23.0	0.0	1.0	1.0	Female
abriel	332.0	0.0	332.0	1.0	0.0	1.0	Male
abril	0.0	59.0	59.0	0.0	1.0	1.0	Female
absa	0.0	74.0	74.0	0.0	1.0	1.0	Female
absatou	0.0	51.0	51.0	0.0	1.0	1.0	Female
abu	62.0	0.0	62.0	1.0	0.0	1.0	Male
abu-bakr	32.0	0.0	32.0	1.0	0.0	1.0	Male
abubakar	66.0	0.0	66.0	1.0	0.0	1.0	Male
abubakr	27.0	0.0	27.0	1.0	0.0	1.0	Male
aby	0.0	949.0	949.0	0.0	1.0	1.0	Female
aby-gaelle	0.0	29.0	29.0	0.0	1.0	1.0	Female
aby-gaëlle	0.0	25.0	25.0	0.0	1.0	1.0	Female
abygael	0.0	371.0	371.0	0.0	1.0	1.0	Female
abygaelle	0.0	859.0	859.0	0.0	1.0	1.0	Female
abygail	0.0	200.0	200.0	0.0	1.0	1.0	Female
abygaël	0.0	400.0	400.0	0.0	1.0	1.0	Female
abygaëlle	0.0	795.0	795.0	0.0	1.0	1.0	Female
abygaïl	0.0	113.0	113.0	0.0	1.0	1.0	Female
abèle	0.0	26.0	26.0	0.0	1.0	1.0	Female
abélia	0.0	48.0	48.0	0.0	1.0	1.0	Female
acacia	0.0	133.0	133.0	0.0	1.0	1.0	Female
acacio	73.0	0.0	73.0	1.0	0.0	1.0	Male
ace	52.0	0.0	52.0	1.0	0.0	1.0	Male
acelia	0.0	23.0	23.0	0.0	1.0	1.0	Female
acelya	0.0	400.0	400.0	0.0	1.0	1.0	Female
acene	27.0	0.0	27.0	1.0	0.0	1.0	Male
achata	0.0	23.0	23.0	0.0	1.0	1.0	Female
acher	68.0	0.0	68.0	1.0	0.0	1.0	Male
acheraf	29.0	0.0	29.0	1.0	0.0	1.0	Male
achida	0.0	20.0	20.0	0.0	1.0	1.0	Female
achil	98.0	0.0	98.0	1.0	0.0	1.0	Male
achile	242.0	0.0	242.0	1.0	0.0	1.0	Male
achille	17525.0	183.0	17708.0	0.989665687824712	0.010334312175288005	0.989665687824712	Male
achilles	123.0	0.0	123.0	1.0	0.0	1.0	Male
achillia	0.0	29.0	29.0	0.0	1.0	1.0	Female
achim	77.0	0.0	77.0	1.0	0.0	1.0	Male
achley	0.0	33.0	33.0	0.0	1.0	1.0	Female
achmi	22.0	0.0	22.0	1.0	0.0	1.0	Male
achot	31.0	0.0	31.0	1.0	0.0	1.0	Male
achouak	0.0	50.0	50.0	0.0	1.0	1.0	Female
achour	348.0	0.0	348.0	1.0	0.0	1.0	Male
achoura	0.0	28.0	28.0	0.0	1.0	1.0	Female
achraf	2150.0	30.0	2180.0	0.9862385321100917	0.013761467889908258	0.9862385321100917	Male
achrafe	48.0	0.0	48.0	1.0	0.0	1.0	Male
achref	51.0	0.0	51.0	1.0	0.0	1.0	Male
achta	0.0	31.0	31.0	0.0	1.0	1.0	Female
achwak	0.0	35.0	35.0	0.0	1.0	1.0	Female
achyl	23.0	0.0	23.0	1.0	0.0	1.0	Male
acia	0.0	85.0	85.0	0.0	1.0	1.0	Female
acil	156.0	105.0	261.0	0.5977011494252874	0.40229885057471265	0.5977011494252874	Male
acile	0.0	117.0	117.0	0.0	1.0	1.0	Female
acya	0.0	26.0	26.0	0.0	1.0	1.0	Female
acyl	59.0	20.0	79.0	0.7468354430379747	0.25316455696202533	0.7468354430379747	Male
acyle	0.0	20.0	20.0	0.0	1.0	1.0	Female
ada	72.0	1359.0	1431.0	0.050314465408805034	0.949685534591195	0.949685534591195	Female
adaam	22.0	0.0	22.0	1.0	0.0	1.0	Male
adael	24.0	0.0	24.0	1.0	0.0	1.0	Male
adah	0.0	21.0	21.0	0.0	1.0	1.0	Female
adal	32.0	0.0	32.0	1.0	0.0	1.0	Male
adalbert	453.0	0.0	453.0	1.0	0.0	1.0	Male
adalgisa	0.0	25.0	25.0	0.0	1.0	1.0	Female
adalia	0.0	28.0	28.0	0.0	1.0	1.0	Female
adalina	0.0	31.0	31.0	0.0	1.0	1.0	Female
adalind	0.0	22.0	22.0	0.0	1.0	1.0	Female
adaline	0.0	516.0	516.0	0.0	1.0	1.0	Female
adalyne	0.0	76.0	76.0	0.0	1.0	1.0	Female
adalynn	0.0	26.0	26.0	0.0	1.0	1.0	Female
adam	79360.0	137.0	79497.0	0.9982766645282212	0.0017233354717788093	0.9982766645282212	Male
adam's	35.0	0.0	35.0	1.0	0.0	1.0	Male
adam-mohamed	20.0	0.0	20.0	1.0	0.0	1.0	Male
adama	2854.0	1119.0	3973.0	0.7183488547696955	0.28165114523030454	0.7183488547696955	Male
adame	1748.0	92.0	1840.0	0.95	0.05	0.95	Male
adamm	43.0	0.0	43.0	1.0	0.0	1.0	Male
adamo	100.0	0.0	100.0	1.0	0.0	1.0	Male
adams	285.0	0.0	285.0	1.0	0.0	1.0	Male
adan	1351.0	0.0	1351.0	1.0	0.0	1.0	Male
adana	0.0	23.0	23.0	0.0	1.0	1.0	Female
adane	66.0	0.0	66.0	1.0	0.0	1.0	Male
adanna	0.0	20.0	20.0	0.0	1.0	1.0	Female
adao	114.0	0.0	114.0	1.0	0.0	1.0	Male
adar	207.0	0.0	207.0	1.0	0.0	1.0	Male
adassa	0.0	59.0	59.0	0.0	1.0	1.0	Female
adaya	0.0	24.0	24.0	0.0	1.0	1.0	Female
adda	192.0	215.0	407.0	0.47174447174447176	0.5282555282555282	0.5282555282555282	Female
addam	42.0	0.0	42.0	1.0	0.0	1.0	Male
addel	32.0	0.0	32.0	1.0	0.0	1.0	Male
addi	20.0	0.0	20.0	1.0	0.0	1.0	Male
addil	36.0	0.0	36.0	1.0	0.0	1.0	Male
addison	47.0	114.0	161.0	0.2919254658385093	0.7080745341614907	0.7080745341614907	Female
addolorata	0.0	37.0	37.0	0.0	1.0	1.0	Female
addy	30.0	0.0	30.0	1.0	0.0	1.0	Male
addyson	0.0	32.0	32.0	0.0	1.0	1.0	Female
adea	0.0	67.0	67.0	0.0	1.0	1.0	Female
adeel	35.0	0.0	35.0	1.0	0.0	1.0	Male
adei	25.0	0.0	25.0	1.0	0.0	1.0	Male
adel	9329.0	36.0	9365.0	0.996155899626268	0.0038441003737319807	0.996155899626268	Male
adela	0.0	707.0	707.0	0.0	1.0	1.0	Female
adelaida	0.0	32.0	32.0	0.0	1.0	1.0	Female
adelaide	269.0	9653.0	9922.0	0.027111469461802058	0.9728885305381979	0.9728885305381979	Female
adelais	0.0	32.0	32.0	0.0	1.0	1.0	Female
adelaïde	0.0	651.0	651.0	0.0	1.0	1.0	Female
adelbert	117.0	0.0	117.0	1.0	0.0	1.0	Male
adele	0.0	1711.0	1711.0	0.0	1.0	1.0	Female
adeleine	0.0	30.0	30.0	0.0	1.0	1.0	Female
adelheid	0.0	69.0	69.0	0.0	1.0	1.0	Female
adelia	0.0	942.0	942.0	0.0	1.0	1.0	Female
adelice	0.0	46.0	46.0	0.0	1.0	1.0	Female
adelie	0.0	1760.0	1760.0	0.0	1.0	1.0	Female
adelin	821.0	0.0	821.0	1.0	0.0	1.0	Male
adelina	0.0	1850.0	1850.0	0.0	1.0	1.0	Female
adeline	0.0	54495.0	54495.0	0.0	1.0	1.0	Female
adelino	381.0	0.0	381.0	1.0	0.0	1.0	Male
adelio	109.0	0.0	109.0	1.0	0.0	1.0	Male
adelisa	0.0	38.0	38.0	0.0	1.0	1.0	Female
adelise	0.0	69.0	69.0	0.0	1.0	1.0	Female
adelita	0.0	33.0	33.0	0.0	1.0	1.0	Female
adella	0.0	29.0	29.0	0.0	1.0	1.0	Female
adelle	0.0	156.0	156.0	0.0	1.0	1.0	Female
adelma	0.0	31.0	31.0	0.0	1.0	1.0	Female
adelmo	35.0	0.0	35.0	1.0	0.0	1.0	Male
adelphe	74.0	0.0	74.0	1.0	0.0	1.0	Male
adelphine	0.0	352.0	352.0	0.0	1.0	1.0	Female
adelson	141.0	0.0	141.0	1.0	0.0	1.0	Male
adelya	0.0	92.0	92.0	0.0	1.0	1.0	Female
adelyne	0.0	285.0	285.0	0.0	1.0	1.0	Female
adelys	0.0	39.0	39.0	0.0	1.0	1.0	Female
adem	12646.0	0.0	12646.0	1.0	0.0	1.0	Male
adema	0.0	26.0	26.0	0.0	1.0	1.0	Female
ademar	47.0	0.0	47.0	1.0	0.0	1.0	Male
ademe	163.0	0.0	163.0	1.0	0.0	1.0	Male
aden	1019.0	53.0	1072.0	0.9505597014925373	0.049440298507462684	0.9505597014925373	Male
adena	0.0	37.0	37.0	0.0	1.0	1.0	Female
adenise	0.0	20.0	20.0	0.0	1.0	1.0	Female
adenn	20.0	0.0	20.0	1.0	0.0	1.0	Male
adenora	0.0	69.0	69.0	0.0	1.0	1.0	Female
adeodat	30.0	0.0	30.0	1.0	0.0	1.0	Male
adeola	0.0	20.0	20.0	0.0	1.0	1.0	Female
aderito	120.0	0.0	120.0	1.0	0.0	1.0	Male
adesuwa	0.0	23.0	23.0	0.0	1.0	1.0	Female
adham	381.0	0.0	381.0	1.0	0.0	1.0	Male
adhan	166.0	0.0	166.0	1.0	0.0	1.0	Male
adhane	22.0	0.0	22.0	1.0	0.0	1.0	Male
adhavan	20.0	0.0	20.0	1.0	0.0	1.0	Male
adhem	68.0	0.0	68.0	1.0	0.0	1.0	Male
adhemar	181.0	0.0	181.0	1.0	0.0	1.0	Male
adhen	93.0	0.0	93.0	1.0	0.0	1.0	Male
adhira	0.0	34.0	34.0	0.0	1.0	1.0	Female
adhémar	43.0	0.0	43.0	1.0	0.0	1.0	Male
adi	107.0	30.0	137.0	0.781021897810219	0.21897810218978103	0.781021897810219	Male
adia	0.0	125.0	125.0	0.0	1.0	1.0	Female
adiana	0.0	24.0	24.0	0.0	1.0	1.0	Female
adiara	0.0	21.0	21.0	0.0	1.0	1.0	Female
adiaratou	0.0	59.0	59.0	0.0	1.0	1.0	Female
adib	552.0	0.0	552.0	1.0	0.0	1.0	Male
adiba	0.0	49.0	49.0	0.0	1.0	1.0	Female
adidi	0.0	26.0	26.0	0.0	1.0	1.0	Female
adidja	0.0	48.0	48.0	0.0	1.0	1.0	Female
adiel	45.0	0.0	45.0	1.0	0.0	1.0	Male
adija	0.0	26.0	26.0	0.0	1.0	1.0	Female
adil	5587.0	0.0	5587.0	1.0	0.0	1.0	Male
adila	0.0	144.0	144.0	0.0	1.0	1.0	Female
adile	293.0	59.0	352.0	0.8323863636363636	0.16761363636363635	0.8323863636363636	Male
adilia	0.0	51.0	51.0	0.0	1.0	1.0	Female
adilio	20.0	0.0	20.0	1.0	0.0	1.0	Male
adille	23.0	0.0	23.0	1.0	0.0	1.0	Male
adilson	107.0	0.0	107.0	1.0	0.0	1.0	Male
adim	95.0	0.0	95.0	1.0	0.0	1.0	Male
adin	88.0	0.0	88.0	1.0	0.0	1.0	Male
adina	0.0	183.0	183.0	0.0	1.0	1.0	Female
adinane	21.0	0.0	21.0	1.0	0.0	1.0	Male
adine	0.0	180.0	180.0	0.0	1.0	1.0	Female
adira	0.0	21.0	21.0	0.0	1.0	1.0	Female
adis	73.0	0.0	73.0	1.0	0.0	1.0	Male
adisa	0.0	40.0	40.0	0.0	1.0	1.0	Female
adison	0.0	21.0	21.0	0.0	1.0	1.0	Female
adissa	0.0	31.0	31.0	0.0	1.0	1.0	Female
adisson	0.0	34.0	34.0	0.0	1.0	1.0	Female
adithya	40.0	0.0	40.0	1.0	0.0	1.0	Male
aditi	0.0	45.0	45.0	0.0	1.0	1.0	Female
aditya	96.0	0.0	96.0	1.0	0.0	1.0	Male
adixia	0.0	243.0	243.0	0.0	1.0	1.0	Female
adiza	0.0	23.0	23.0	0.0	1.0	1.0	Female
adja	0.0	658.0	658.0	0.0	1.0	1.0	Female
adjara	0.0	69.0	69.0	0.0	1.0	1.0	Female
adjaratou	0.0	63.0	63.0	0.0	1.0	1.0	Female
adji	40.0	130.0	170.0	0.23529411764705882	0.7647058823529411	0.7647058823529411	Female
adjia	0.0	76.0	76.0	0.0	1.0	1.0	Female
adjila	0.0	77.0	77.0	0.0	1.0	1.0	Female
adjira	0.0	24.0	24.0	0.0	1.0	1.0	Female
adjmal	41.0	0.0	41.0	1.0	0.0	1.0	Male
adjo	0.0	22.0	22.0	0.0	1.0	1.0	Female
adjoa	0.0	20.0	20.0	0.0	1.0	1.0	Female
adjoua	0.0	27.0	27.0	0.0	1.0	1.0	Female
adlan	143.0	0.0	143.0	1.0	0.0	1.0	Male
adlane	239.0	0.0	239.0	1.0	0.0	1.0	Male
adlen	166.0	0.0	166.0	1.0	0.0	1.0	Male
adlene	160.0	0.0	160.0	1.0	0.0	1.0	Male
adler	21.0	0.0	21.0	1.0	0.0	1.0	Male
adley	24.0	0.0	24.0	1.0	0.0	1.0	Male
adli	24.0	0.0	24.0	1.0	0.0	1.0	Male
adline	0.0	123.0	123.0	0.0	1.0	1.0	Female
adlyne	0.0	28.0	28.0	0.0	1.0	1.0	Female
adlène	53.0	0.0	53.0	1.0	0.0	1.0	Male
admir	64.0	0.0	64.0	1.0	0.0	1.0	Male
adna	0.0	97.0	97.0	0.0	1.0	1.0	Female
adnan	1046.0	0.0	1046.0	1.0	0.0	1.0	Male
adnane	1034.0	0.0	1034.0	1.0	0.0	1.0	Male
adnen	81.0	0.0	81.0	1.0	0.0	1.0	Male
adnene	67.0	0.0	67.0	1.0	0.0	1.0	Male
adolf	56.0	0.0	56.0	1.0	0.0	1.0	Male
adolfo	176.0	0.0	176.0	1.0	0.0	1.0	Male
adolie	0.0	25.0	25.0	0.0	1.0	1.0	Female
adoline	0.0	23.0	23.0	0.0	1.0	1.0	Female
adolph	59.0	0.0	59.0	1.0	0.0	1.0	Male
adolpha	0.0	43.0	43.0	0.0	1.0	1.0	Female
adolphe	16434.0	124.0	16558.0	0.9925111728469622	0.007488827153037806	0.9925111728469622	Male
adolphine	0.0	2203.0	2203.0	0.0	1.0	1.0	Female
adon	34.0	0.0	34.0	1.0	0.0	1.0	Male
adonai	86.0	27.0	113.0	0.7610619469026548	0.23893805309734514	0.7610619469026548	Male
adonay	41.0	39.0	80.0	0.5125	0.4875	0.5125	Male
adonaï	114.0	44.0	158.0	0.7215189873417721	0.27848101265822783	0.7215189873417721	Male
adonia	0.0	79.0	79.0	0.0	1.0	1.0	Female
adonie	0.0	22.0	22.0	0.0	1.0	1.0	Female
adonis	2114.0	0.0	2114.0	1.0	0.0	1.0	Male
adonise	0.0	37.0	37.0	0.0	1.0	1.0	Female
adonys	107.0	0.0	107.0	1.0	0.0	1.0	Male
adora	0.0	66.0	66.0	0.0	1.0	1.0	Female
adoracion	0.0	68.0	68.0	0.0	1.0	1.0	Female
adoration	0.0	91.0	91.0	0.0	1.0	1.0	Female
adou	26.0	0.0	26.0	1.0	0.0	1.0	Male
adoum	24.0	0.0	24.0	1.0	0.0	1.0	Male
adra	0.0	41.0	41.0	0.0	1.0	1.0	Female
adria	0.0	363.0	363.0	0.0	1.0	1.0	Female
adriaan	37.0	0.0	37.0	1.0	0.0	1.0	Male
adrian	6013.0	0.0	6013.0	1.0	0.0	1.0	Male
adriana	0.0	3460.0	3460.0	0.0	1.0	1.0	Female
adriane	0.0	492.0	492.0	0.0	1.0	1.0	Female
adriann	182.0	0.0	182.0	1.0	0.0	1.0	Male
adrianna	0.0	406.0	406.0	0.0	1.0	1.0	Female
adrianne	0.0	202.0	202.0	0.0	1.0	1.0	Female
adriano	2758.0	0.0	2758.0	1.0	0.0	1.0	Male
adriel	1185.0	0.0	1185.0	1.0	0.0	1.0	Male
adrielle	0.0	98.0	98.0	0.0	1.0	1.0	Female
adrien	138679.0	42.0	138721.0	0.9996972340164791	0.00030276598352088006	0.9996972340164791	Male
adrienne	0.0	34945.0	34945.0	0.0	1.0	1.0	Female
adrina	0.0	26.0	26.0	0.0	1.0	1.0	Female
adriàn	158.0	0.0	158.0	1.0	0.0	1.0	Male
adrya	0.0	34.0	34.0	0.0	1.0	1.0	Female
adryan	296.0	0.0	296.0	1.0	0.0	1.0	Male
adryana	0.0	83.0	83.0	0.0	1.0	1.0	Female
adryann	49.0	0.0	49.0	1.0	0.0	1.0	Male
adryanna	0.0	23.0	23.0	0.0	1.0	1.0	Female
adryano	35.0	0.0	35.0	1.0	0.0	1.0	Male
adryel	45.0	0.0	45.0	1.0	0.0	1.0	Male
adryen	163.0	0.0	163.0	1.0	0.0	1.0	Male
advik	44.0	0.0	44.0	1.0	0.0	1.0	Male
advika	0.0	27.0	27.0	0.0	1.0	1.0	Female
ady	36.0	28.0	64.0	0.5625	0.4375	0.5625	Male
adyan	51.0	0.0	51.0	1.0	0.0	1.0	Male
adyl	127.0	0.0	127.0	1.0	0.0	1.0	Male
adyson	0.0	44.0	44.0	0.0	1.0	1.0	Female
adysson	0.0	52.0	52.0	0.0	1.0	1.0	Female
adzo	20.0	0.0	20.0	1.0	0.0	1.0	Male
adâm	47.0	0.0	47.0	1.0	0.0	1.0	Male
adèl	58.0	0.0	58.0	1.0	0.0	1.0	Male
adèla	0.0	25.0	25.0	0.0	1.0	1.0	Female
adèle	102.0	47481.0	47583.0	0.0021436227224008574	0.9978563772775991	0.9978563772775991	Female
adèle-rose	0.0	24.0	24.0	0.0	1.0	1.0	Female
adèm	84.0	0.0	84.0	1.0	0.0	1.0	Male
adès	20.0	0.0	20.0	1.0	0.0	1.0	Male
adéla	0.0	75.0	75.0	0.0	1.0	1.0	Female
adélaide	0.0	54.0	54.0	0.0	1.0	1.0	Female
adélaïde	0.0	2137.0	2137.0	0.0	1.0	1.0	Female
adélaïs	0.0	31.0	31.0	0.0	1.0	1.0	Female
adéle	0.0	44.0	44.0	0.0	1.0	1.0	Female
adélia	0.0	444.0	444.0	0.0	1.0	1.0	Female
adélie	0.0	1215.0	1215.0	0.0	1.0	1.0	Female
adélina	0.0	164.0	164.0	0.0	1.0	1.0	Female
adéline	0.0	62.0	62.0	0.0	1.0	1.0	Female
adélio	40.0	0.0	40.0	1.0	0.0	1.0	Male
adélya	0.0	66.0	66.0	0.0	1.0	1.0	Female
adénora	0.0	29.0	29.0	0.0	1.0	1.0	Female
aedan	902.0	0.0	902.0	1.0	0.0	1.0	Male
aedann	33.0	0.0	33.0	1.0	0.0	1.0	Male
aeden	253.0	0.0	253.0	1.0	0.0	1.0	Male
aedhan	23.0	0.0	23.0	1.0	0.0	1.0	Male
aegon	33.0	0.0	33.0	1.0	0.0	1.0	Male
ael	463.0	107.0	570.0	0.8122807017543859	0.18771929824561404	0.8122807017543859	Male
aela	0.0	597.0	597.0	0.0	1.0	1.0	Female
aelaig	0.0	22.0	22.0	0.0	1.0	1.0	Female
aelia	0.0	554.0	554.0	0.0	1.0	1.0	Female
aelig	161.0	127.0	288.0	0.5590277777777778	0.4409722222222222	0.5590277777777778	Male
aeline	0.0	51.0	51.0	0.0	1.0	1.0	Female
aelis	0.0	217.0	217.0	0.0	1.0	1.0	Female
aelita	0.0	58.0	58.0	0.0	1.0	1.0	Female
aella	0.0	62.0	62.0	0.0	1.0	1.0	Female
aelle	0.0	113.0	113.0	0.0	1.0	1.0	Female
aelwenn	0.0	20.0	20.0	0.0	1.0	1.0	Female
aely	0.0	21.0	21.0	0.0	1.0	1.0	Female
aelya	0.0	114.0	114.0	0.0	1.0	1.0	Female
aelyn	0.0	38.0	38.0	0.0	1.0	1.0	Female
aelyne	0.0	42.0	42.0	0.0	1.0	1.0	Female
aelynn	0.0	46.0	46.0	0.0	1.0	1.0	Female
aelys	0.0	518.0	518.0	0.0	1.0	1.0	Female
aena	0.0	30.0	30.0	0.0	1.0	1.0	Female
aenaelle	0.0	35.0	35.0	0.0	1.0	1.0	Female
aenor	0.0	234.0	234.0	0.0	1.0	1.0	Female
aenora	0.0	28.0	28.0	0.0	1.0	1.0	Female
aerin	0.0	20.0	20.0	0.0	1.0	1.0	Female
aeris	0.0	198.0	198.0	0.0	1.0	1.0	Female
aerith	0.0	64.0	64.0	0.0	1.0	1.0	Female
aeron	74.0	0.0	74.0	1.0	0.0	1.0	Male
aeryn	0.0	157.0	157.0	0.0	1.0	1.0	Female
aeryne	0.0	33.0	33.0	0.0	1.0	1.0	Female
aerys	0.0	49.0	49.0	0.0	1.0	1.0	Female
aesa	0.0	76.0	76.0	0.0	1.0	1.0	Female
afaf	0.0	327.0	327.0	0.0	1.0	1.0	Female
afafe	0.0	55.0	55.0	0.0	1.0	1.0	Female
afdal	34.0	0.0	34.0	1.0	0.0	1.0	Male
afeda	0.0	21.0	21.0	0.0	1.0	1.0	Female
afef	0.0	176.0	176.0	0.0	1.0	1.0	Female
afeni	0.0	29.0	29.0	0.0	1.0	1.0	Female
aferdita	0.0	20.0	20.0	0.0	1.0	1.0	Female
affaf	0.0	34.0	34.0	0.0	1.0	1.0	Female
affan	49.0	0.0	49.0	1.0	0.0	1.0	Male
affef	0.0	23.0	23.0	0.0	1.0	1.0	Female
affif	52.0	0.0	52.0	1.0	0.0	1.0	Male
affou	0.0	33.0	33.0	0.0	1.0	1.0	Female
affoue	0.0	22.0	22.0	0.0	1.0	1.0	Female
affoussiata	0.0	25.0	25.0	0.0	1.0	1.0	Female
afi	0.0	39.0	39.0	0.0	1.0	1.0	Female
afia	0.0	77.0	77.0	0.0	1.0	1.0	Female
afid	52.0	0.0	52.0	1.0	0.0	1.0	Male
afida	0.0	149.0	149.0	0.0	1.0	1.0	Female
afif	359.0	0.0	359.0	1.0	0.0	1.0	Male
afifa	0.0	167.0	167.0	0.0	1.0	1.0	Female
afiya	0.0	32.0	32.0	0.0	1.0	1.0	Female
afnan	28.0	165.0	193.0	0.14507772020725387	0.8549222797927462	0.8549222797927462	Female
afnane	0.0	372.0	372.0	0.0	1.0	1.0	Female
afnen	0.0	27.0	27.0	0.0	1.0	1.0	Female
afnene	0.0	47.0	47.0	0.0	1.0	1.0	Female
afnène	0.0	21.0	21.0	0.0	1.0	1.0	Female
afonso	327.0	0.0	327.0	1.0	0.0	1.0	Male
afra	0.0	73.0	73.0	0.0	1.0	1.0	Female
afrah	0.0	59.0	59.0	0.0	1.0	1.0	Female
afrahim	76.0	0.0	76.0	1.0	0.0	1.0	Male
africa	0.0	35.0	35.0	0.0	1.0	1.0	Female
afrim	25.0	0.0	25.0	1.0	0.0	1.0	Male
afsa	0.0	53.0	53.0	0.0	1.0	1.0	Female
afsana	0.0	25.0	25.0	0.0	1.0	1.0	Female
aftab	27.0	0.0	27.0	1.0	0.0	1.0	Male
afton	0.0	50.0	50.0	0.0	1.0	1.0	Female
aftone	0.0	28.0	28.0	0.0	1.0	1.0	Female
afzal	32.0	0.0	32.0	1.0	0.0	1.0	Male
agapito	21.0	0.0	21.0	1.0	0.0	1.0	Male
