name	male_count	female_count	overall_count	male_ratio	female_ratio	max_ratio	predominant_gender
jyoti	0.0	27.0	27.0	0.0	1.0	1.0	Female
jâd	52.0	0.0	52.0	1.0	0.0	1.0	Male
jéhan	31.0	0.0	31.0	1.0	0.0	1.0	Male
jéhane	0.0	28.0	28.0	0.0	1.0	1.0	Female
jéhanne	0.0	66.0	66.0	0.0	1.0	1.0	Female
jélani	45.0	0.0	45.0	1.0	0.0	1.0	Male
jélina	0.0	22.0	22.0	0.0	1.0	1.0	Female
jéléna	0.0	45.0	45.0	0.0	1.0	1.0	Female
jémaël	25.0	0.0	25.0	1.0	0.0	1.0	Male
jémima	0.0	41.0	41.0	0.0	1.0	1.0	Female
jémina	0.0	21.0	21.0	0.0	1.0	1.0	Female
jémy	32.0	0.0	32.0	1.0	0.0	1.0	Male
jéna	0.0	69.0	69.0	0.0	1.0	1.0	Female
jénaël	22.0	0.0	22.0	1.0	0.0	1.0	Male
jénna	0.0	32.0	32.0	0.0	1.0	1.0	Female
jéremie	36.0	0.0	36.0	1.0	0.0	1.0	Male
jéremy	172.0	0.0	172.0	1.0	0.0	1.0	Male
jérome	2128.0	0.0	2128.0	1.0	0.0	1.0	Male
jéromine	0.0	103.0	103.0	0.0	1.0	1.0	Female
jérèmie	40.0	0.0	40.0	1.0	0.0	1.0	Male
jérèmy	166.0	0.0	166.0	1.0	0.0	1.0	Male
jérémi	185.0	0.0	185.0	1.0	0.0	1.0	Male
jérémiah	47.0	0.0	47.0	1.0	0.0	1.0	Male
jérémie	4929.0	20.0	4949.0	0.9959587795514245	0.00404122044857547	0.9959587795514245	Male
jérémy	16976.0	0.0	16976.0	1.0	0.0	1.0	Male
jérôme	22979.0	0.0	22979.0	1.0	0.0	1.0	Male
jéröme	38.0	0.0	38.0	1.0	0.0	1.0	Male
jéssica	0.0	92.0	92.0	0.0	1.0	1.0	Female
jéssim	23.0	0.0	23.0	1.0	0.0	1.0	Male
jésus	113.0	0.0	113.0	1.0	0.0	1.0	Male
jézabel	0.0	59.0	59.0	0.0	1.0	1.0	Female
jùan	21.0	0.0	21.0	1.0	0.0	1.0	Male
jùlia	0.0	121.0	121.0	0.0	1.0	1.0	Female
jùlian	64.0	0.0	64.0	1.0	0.0	1.0	Male
jùliann	26.0	0.0	26.0	1.0	0.0	1.0	Male
jûnayd	23.0	0.0	23.0	1.0	0.0	1.0	Male
jürgen	45.0	0.0	45.0	1.0	0.0	1.0	Male
ka	46.0	56.0	102.0	0.45098039215686275	0.5490196078431373	0.5490196078431373	Female
kaan	1449.0	0.0	1449.0	1.0	0.0	1.0	Male
kaba	148.0	90.0	238.0	0.6218487394957983	0.37815126050420167	0.6218487394957983	Male
kabil	45.0	0.0	45.0	1.0	0.0	1.0	Male
kabilan	24.0	0.0	24.0	1.0	0.0	1.0	Male
kabir	63.0	0.0	63.0	1.0	0.0	1.0	Male
kabira	0.0	21.0	21.0	0.0	1.0	1.0	Female
kacem	536.0	0.0	536.0	1.0	0.0	1.0	Male
kacendra	0.0	31.0	31.0	0.0	1.0	1.0	Female
kacey	0.0	55.0	55.0	0.0	1.0	1.0	Female
kaci	345.0	0.0	345.0	1.0	0.0	1.0	Male
kacia	0.0	21.0	21.0	0.0	1.0	1.0	Female
kacie	0.0	105.0	105.0	0.0	1.0	1.0	Female
kacim	255.0	0.0	255.0	1.0	0.0	1.0	Male
kacper	164.0	0.0	164.0	1.0	0.0	1.0	Male
kacy	29.0	282.0	311.0	0.0932475884244373	0.9067524115755627	0.9067524115755627	Female
kada	238.0	0.0	238.0	1.0	0.0	1.0	Male
kadafi	49.0	0.0	49.0	1.0	0.0	1.0	Male
kadda	104.0	0.0	104.0	1.0	0.0	1.0	Male
kadder	51.0	0.0	51.0	1.0	0.0	1.0	Male
kaddour	369.0	0.0	369.0	1.0	0.0	1.0	Male
kadem	40.0	0.0	40.0	1.0	0.0	1.0	Male
kader	1701.0	136.0	1837.0	0.9259662493195427	0.07403375068045727	0.9259662493195427	Male
kadhija	0.0	22.0	22.0	0.0	1.0	1.0	Female
kadi	20.0	157.0	177.0	0.11299435028248588	0.8870056497175142	0.8870056497175142	Female
kadia	0.0	343.0	343.0	0.0	1.0	1.0	Female
kadialy	29.0	0.0	29.0	1.0	0.0	1.0	Male
kadiata	0.0	149.0	149.0	0.0	1.0	1.0	Female
kadiatou	0.0	1833.0	1833.0	0.0	1.0	1.0	Female
kadidia	0.0	498.0	498.0	0.0	1.0	1.0	Female
kadidiata	0.0	20.0	20.0	0.0	1.0	1.0	Female
kadidiatou	0.0	762.0	762.0	0.0	1.0	1.0	Female
kadidja	0.0	712.0	712.0	0.0	1.0	1.0	Female
kadidjatou	0.0	161.0	161.0	0.0	1.0	1.0	Female
kadija	0.0	1014.0	1014.0	0.0	1.0	1.0	Female
kadijah	0.0	33.0	33.0	0.0	1.0	1.0	Female
kadijatou	0.0	103.0	103.0	0.0	1.0	1.0	Female
kadim	34.0	0.0	34.0	1.0	0.0	1.0	Male
kadir	1018.0	0.0	1018.0	1.0	0.0	1.0	Male
kadirhan	20.0	0.0	20.0	1.0	0.0	1.0	Male
kadiriye	0.0	27.0	27.0	0.0	1.0	1.0	Female
kadja	0.0	37.0	37.0	0.0	1.0	1.0	Female
kadjatou	0.0	33.0	33.0	0.0	1.0	1.0	Female
kadjidia	0.0	23.0	23.0	0.0	1.0	1.0	Female
kadoudja	0.0	20.0	20.0	0.0	1.0	1.0	Female
kadouja	0.0	21.0	21.0	0.0	1.0	1.0	Female
kadour	220.0	0.0	220.0	1.0	0.0	1.0	Male
kadra	0.0	161.0	161.0	0.0	1.0	1.0	Female
kadri	33.0	0.0	33.0	1.0	0.0	1.0	Male
kadriye	0.0	53.0	53.0	0.0	1.0	1.0	Female
kady	0.0	503.0	503.0	0.0	1.0	1.0	Female
kadya	0.0	25.0	25.0	0.0	1.0	1.0	Female
kaeden	44.0	0.0	44.0	1.0	0.0	1.0	Male
kael	479.0	0.0	479.0	1.0	0.0	1.0	Male
kaela	0.0	116.0	116.0	0.0	1.0	1.0	Female
kaelan	174.0	0.0	174.0	1.0	0.0	1.0	Male
kaelann	20.0	0.0	20.0	1.0	0.0	1.0	Male
kaelia	0.0	55.0	55.0	0.0	1.0	1.0	Female
kaelie	0.0	22.0	22.0	0.0	1.0	1.0	Female
kaelig	396.0	80.0	476.0	0.8319327731092437	0.16806722689075632	0.8319327731092437	Male
kaella	0.0	48.0	48.0	0.0	1.0	1.0	Female
kaelle	0.0	37.0	37.0	0.0	1.0	1.0	Female
kaelly	0.0	37.0	37.0	0.0	1.0	1.0	Female
kaely	0.0	97.0	97.0	0.0	1.0	1.0	Female
kaelya	0.0	32.0	32.0	0.0	1.0	1.0	Female
kaelyn	0.0	67.0	67.0	0.0	1.0	1.0	Female
kaelyne	0.0	49.0	49.0	0.0	1.0	1.0	Female
kaelynn	0.0	37.0	37.0	0.0	1.0	1.0	Female
kaelys	0.0	126.0	126.0	0.0	1.0	1.0	Female
kaena	0.0	301.0	301.0	0.0	1.0	1.0	Female
kaessy	0.0	34.0	34.0	0.0	1.0	1.0	Female
kafia	0.0	47.0	47.0	0.0	1.0	1.0	Female
kafil	24.0	0.0	24.0	1.0	0.0	1.0	Male
kafoune	0.0	31.0	31.0	0.0	1.0	1.0	Female
kagan	35.0	0.0	35.0	1.0	0.0	1.0	Male
kagni	0.0	21.0	21.0	0.0	1.0	1.0	Female
kagny	0.0	81.0	81.0	0.0	1.0	1.0	Female
kagoro	0.0	21.0	21.0	0.0	1.0	1.0	Female
kahaia	0.0	27.0	27.0	0.0	1.0	1.0	Female
kahan	48.0	0.0	48.0	1.0	0.0	1.0	Male
kahdija	0.0	20.0	20.0	0.0	1.0	1.0	Female
kahel	27.0	0.0	27.0	1.0	0.0	1.0	Male
kahena	0.0	150.0	150.0	0.0	1.0	1.0	Female
kahil	1316.0	0.0	1316.0	1.0	0.0	1.0	Male
kahila	0.0	171.0	171.0	0.0	1.0	1.0	Female
kahili	0.0	23.0	23.0	0.0	1.0	1.0	Female
kahill	24.0	0.0	24.0	1.0	0.0	1.0	Male
kahim	38.0	0.0	38.0	1.0	0.0	1.0	Male
kahin	24.0	0.0	24.0	1.0	0.0	1.0	Male
kahina	0.0	4084.0	4084.0	0.0	1.0	1.0	Female
kahis	94.0	0.0	94.0	1.0	0.0	1.0	Male
kahlan	0.0	64.0	64.0	0.0	1.0	1.0	Female
kahoni	24.0	0.0	24.0	1.0	0.0	1.0	Male
kahraman	26.0	0.0	26.0	1.0	0.0	1.0	Male
kahyl	379.0	0.0	379.0	1.0	0.0	1.0	Male
kahyla	0.0	84.0	84.0	0.0	1.0	1.0	Female
kahyna	0.0	424.0	424.0	0.0	1.0	1.0	Female
kahys	325.0	0.0	325.0	1.0	0.0	1.0	Male
kahyss	39.0	0.0	39.0	1.0	0.0	1.0	Male
kahéna	0.0	22.0	22.0	0.0	1.0	1.0	Female
kahïl	200.0	0.0	200.0	1.0	0.0	1.0	Male
kahïna	0.0	93.0	93.0	0.0	1.0	1.0	Female
kahïs	47.0	0.0	47.0	1.0	0.0	1.0	Male
kai	216.0	20.0	236.0	0.9152542372881356	0.0847457627118644	0.9152542372881356	Male
kaia	0.0	60.0	60.0	0.0	1.0	1.0	Female
kaicha	0.0	31.0	31.0	0.0	1.0	1.0	Female
kaicy	0.0	102.0	102.0	0.0	1.0	1.0	Female
kaiden	49.0	0.0	49.0	1.0	0.0	1.0	Male
kaiet	35.0	0.0	35.0	1.0	0.0	1.0	Male
kaiis	25.0	0.0	25.0	1.0	0.0	1.0	Male
kail	50.0	0.0	50.0	1.0	0.0	1.0	Male
kaila	0.0	422.0	422.0	0.0	1.0	1.0	Female
kailan	41.0	0.0	41.0	1.0	0.0	1.0	Male
kailani	0.0	31.0	31.0	0.0	1.0	1.0	Female
kaili	0.0	44.0	44.0	0.0	1.0	1.0	Female
kailla	0.0	20.0	20.0	0.0	1.0	1.0	Female
kailly	0.0	45.0	45.0	0.0	1.0	1.0	Female
kaily	0.0	133.0	133.0	0.0	1.0	1.0	Female
kailya	0.0	83.0	83.0	0.0	1.0	1.0	Female
kailyah	0.0	31.0	31.0	0.0	1.0	1.0	Female
kailyn	0.0	29.0	29.0	0.0	1.0	1.0	Female
kailyne	0.0	26.0	26.0	0.0	1.0	1.0	Female
kailys	0.0	55.0	55.0	0.0	1.0	1.0	Female
kaim	65.0	0.0	65.0	1.0	0.0	1.0	Male
kaima	0.0	41.0	41.0	0.0	1.0	1.0	Female
kain	21.0	0.0	21.0	1.0	0.0	1.0	Male
kaina	0.0	1585.0	1585.0	0.0	1.0	1.0	Female
kainan	23.0	0.0	23.0	1.0	0.0	1.0	Male
kainat	0.0	29.0	29.0	0.0	1.0	1.0	Female
kainoa	31.0	0.0	31.0	1.0	0.0	1.0	Male
kainy	24.0	0.0	24.0	1.0	0.0	1.0	Male
kaira	0.0	114.0	114.0	0.0	1.0	1.0	Female
kais	5834.0	0.0	5834.0	1.0	0.0	1.0	Male
kaiser	39.0	0.0	39.0	1.0	0.0	1.0	Male
kaisha	0.0	23.0	23.0	0.0	1.0	1.0	Female
kaiss	684.0	0.0	684.0	1.0	0.0	1.0	Male
kaissa	0.0	174.0	174.0	0.0	1.0	1.0	Female
kaissane	22.0	0.0	22.0	1.0	0.0	1.0	Male
kaisse	51.0	0.0	51.0	1.0	0.0	1.0	Male
kaissy	0.0	323.0	323.0	0.0	1.0	1.0	Female
kaithleen	0.0	61.0	61.0	0.0	1.0	1.0	Female
kaithlyn	0.0	28.0	28.0	0.0	1.0	1.0	Female
kaitleen	0.0	52.0	52.0	0.0	1.0	1.0	Female
kaitlin	0.0	50.0	50.0	0.0	1.0	1.0	Female
kaitline	0.0	69.0	69.0	0.0	1.0	1.0	Female
kaitlyn	0.0	168.0	168.0	0.0	1.0	1.0	Female
kaitlyne	0.0	76.0	76.0	0.0	1.0	1.0	Female
kaito	72.0	0.0	72.0	1.0	0.0	1.0	Male
kaja	0.0	26.0	26.0	0.0	1.0	1.0	Female
kajan	24.0	0.0	24.0	1.0	0.0	1.0	Male
kal-el	48.0	0.0	48.0	1.0	0.0	1.0	Male
kala	0.0	28.0	28.0	0.0	1.0	1.0	Female
kalahan	31.0	0.0	31.0	1.0	0.0	1.0	Male
kalan	51.0	0.0	51.0	1.0	0.0	1.0	Male
kalani	60.0	0.0	60.0	1.0	0.0	1.0	Male
kalathoumi	0.0	29.0	29.0	0.0	1.0	1.0	Female
kalden	35.0	0.0	35.0	1.0	0.0	1.0	Male
kalea	0.0	32.0	32.0	0.0	1.0	1.0	Female
kaleb	142.0	0.0	142.0	1.0	0.0	1.0	Male
kaled	526.0	0.0	526.0	1.0	0.0	1.0	Male
kalel	152.0	0.0	152.0	1.0	0.0	1.0	Male
kalem	50.0	0.0	50.0	1.0	0.0	1.0	Male
kalen	163.0	0.0	163.0	1.0	0.0	1.0	Male
kalena	0.0	25.0	25.0	0.0	1.0	1.0	Female
kali	106.0	837.0	943.0	0.11240721102863202	0.887592788971368	0.887592788971368	Female
kalia	0.0	224.0	224.0	0.0	1.0	1.0	Female
kaliana	0.0	106.0	106.0	0.0	1.0	1.0	Female
kaliane	0.0	25.0	25.0	0.0	1.0	1.0	Female
kaliany	0.0	23.0	23.0	0.0	1.0	1.0	Female
kalicia	0.0	57.0	57.0	0.0	1.0	1.0	Female
kalid	286.0	0.0	286.0	1.0	0.0	1.0	Male
kalida	0.0	62.0	62.0	0.0	1.0	1.0	Female
kalide	34.0	0.0	34.0	1.0	0.0	1.0	Male
kalidiatou	0.0	40.0	40.0	0.0	1.0	1.0	Female
kalidou	271.0	0.0	271.0	1.0	0.0	1.0	Male
kalie	0.0	747.0	747.0	0.0	1.0	1.0	Female
kalifa	274.0	0.0	274.0	1.0	0.0	1.0	Male
kalil	404.0	0.0	404.0	1.0	0.0	1.0	Male
kalila	0.0	42.0	42.0	0.0	1.0	1.0	Female
kalilou	267.0	0.0	267.0	1.0	0.0	1.0	Male
kalim	192.0	0.0	192.0	1.0	0.0	1.0	Male
kalima	0.0	85.0	85.0	0.0	1.0	1.0	Female
kalina	0.0	257.0	257.0	0.0	1.0	1.0	Female
kalinda	0.0	71.0	71.0	0.0	1.0	1.0	Female
kaline	0.0	51.0	51.0	0.0	1.0	1.0	Female
kalinka	0.0	169.0	169.0	0.0	1.0	1.0	Female
kalis	118.0	0.0	118.0	1.0	0.0	1.0	Male
kalissa	0.0	278.0	278.0	0.0	1.0	1.0	Female
kalissia	0.0	26.0	26.0	0.0	1.0	1.0	Female
kalissy	0.0	60.0	60.0	0.0	1.0	1.0	Female
kalista	0.0	253.0	253.0	0.0	1.0	1.0	Female
kaliya	0.0	32.0	32.0	0.0	1.0	1.0	Female
kaliyah	0.0	33.0	33.0	0.0	1.0	1.0	Female
kallan	20.0	0.0	20.0	1.0	0.0	1.0	Male
kallen	50.0	0.0	50.0	1.0	0.0	1.0	Male
kallie	0.0	63.0	63.0	0.0	1.0	1.0	Female
kalliopé	0.0	22.0	22.0	0.0	1.0	1.0	Female
kallista	0.0	53.0	53.0	0.0	1.0	1.0	Female
kalliste	0.0	60.0	60.0	0.0	1.0	1.0	Female
kallisté	0.0	30.0	30.0	0.0	1.0	1.0	Female
kally	0.0	294.0	294.0	0.0	1.0	1.0	Female
kallya	0.0	27.0	27.0	0.0	1.0	1.0	Female
kalou	32.0	0.0	32.0	1.0	0.0	1.0	Male
kaloyan	26.0	0.0	26.0	1.0	0.0	1.0	Male
kalthoum	0.0	113.0	113.0	0.0	1.0	1.0	Female
kaltoum	0.0	250.0	250.0	0.0	1.0	1.0	Female
kaltouma	0.0	36.0	36.0	0.0	1.0	1.0	Female
kaltoume	0.0	33.0	33.0	0.0	1.0	1.0	Female
kaltrina	0.0	21.0	21.0	0.0	1.0	1.0	Female
kalvin	1760.0	0.0	1760.0	1.0	0.0	1.0	Male
kalvyn	496.0	0.0	496.0	1.0	0.0	1.0	Male
kalvynn	24.0	0.0	24.0	1.0	0.0	1.0	Male
kaly	67.0	703.0	770.0	0.08701298701298701	0.912987012987013	0.912987012987013	Female
kalya	0.0	354.0	354.0	0.0	1.0	1.0	Female
kalyah	0.0	38.0	38.0	0.0	1.0	1.0	Female
kalyan	162.0	0.0	162.0	1.0	0.0	1.0	Male
kalyana	0.0	127.0	127.0	0.0	1.0	1.0	Female
kalyane	0.0	27.0	27.0	0.0	1.0	1.0	Female
kalyani	0.0	125.0	125.0	0.0	1.0	1.0	Female
kalycia	0.0	107.0	107.0	0.0	1.0	1.0	Female
kalye	0.0	45.0	45.0	0.0	1.0	1.0	Female
kalyl	43.0	0.0	43.0	1.0	0.0	1.0	Male
kalym	21.0	0.0	21.0	1.0	0.0	1.0	Male
kalyna	0.0	60.0	60.0	0.0	1.0	1.0	Female
kalynka	0.0	22.0	22.0	0.0	1.0	1.0	Female
kalypso	0.0	58.0	58.0	0.0	1.0	1.0	Female
kalys	164.0	75.0	239.0	0.6861924686192469	0.3138075313807531	0.6861924686192469	Male
kalyss	23.0	20.0	43.0	0.5348837209302325	0.46511627906976744	0.5348837209302325	Male
kalyssa	0.0	331.0	331.0	0.0	1.0	1.0	Female
kalysse	0.0	20.0	20.0	0.0	1.0	1.0	Female
kalyssia	0.0	84.0	84.0	0.0	1.0	1.0	Female
kalysta	0.0	252.0	252.0	0.0	1.0	1.0	Female
kaléa	0.0	39.0	39.0	0.0	1.0	1.0	Female
kaléo	22.0	0.0	22.0	1.0	0.0	1.0	Male
kama	29.0	189.0	218.0	0.13302752293577982	0.8669724770642202	0.8669724770642202	Female
kamal	2965.0	0.0	2965.0	1.0	0.0	1.0	Male
kamala	0.0	43.0	43.0	0.0	1.0	1.0	Female
kamaldine	28.0	0.0	28.0	1.0	0.0	1.0	Male
kamale	71.0	0.0	71.0	1.0	0.0	1.0	Male
kamar	49.0	204.0	253.0	0.19367588932806323	0.8063241106719368	0.8063241106719368	Female
kamardine	85.0	0.0	85.0	1.0	0.0	1.0	Male
kamaria	0.0	70.0	70.0	0.0	1.0	1.0	Female
kamel	13917.0	0.0	13917.0	1.0	0.0	1.0	Male
kamel-eddine	20.0	0.0	20.0	1.0	0.0	1.0	Male
kamela	0.0	68.0	68.0	0.0	1.0	1.0	Female
kameldine	21.0	0.0	21.0	1.0	0.0	1.0	Male
kamele	21.0	0.0	21.0	1.0	0.0	1.0	Male
kamelia	0.0	2258.0	2258.0	0.0	1.0	1.0	Female
kamellia	0.0	68.0	68.0	0.0	1.0	1.0	Female
kamellya	0.0	21.0	21.0	0.0	1.0	1.0	Female
kamelya	0.0	441.0	441.0	0.0	1.0	1.0	Female
kamer	0.0	23.0	23.0	0.0	1.0	1.0	Female
kameron	1164.0	28.0	1192.0	0.9765100671140939	0.02348993288590604	0.9765100671140939	Male
kamerone	31.0	0.0	31.0	1.0	0.0	1.0	Male
kameronn	51.0	0.0	51.0	1.0	0.0	1.0	Male
kami	65.0	26.0	91.0	0.7142857142857143	0.2857142857142857	0.7142857142857143	Male
kamie	0.0	21.0	21.0	0.0	1.0	1.0	Female
kamil	4801.0	0.0	4801.0	1.0	0.0	1.0	Male
kamila	0.0	2900.0	2900.0	0.0	1.0	1.0	Female
kamilah	0.0	71.0	71.0	0.0	1.0	1.0	Female
kamile	0.0	29.0	29.0	0.0	1.0	1.0	Female
kamilia	0.0	1505.0	1505.0	0.0	1.0	1.0	Female
kamilla	0.0	180.0	180.0	0.0	1.0	1.0	Female
kamille	96.0	304.0	400.0	0.24	0.76	0.76	Female
kamillia	0.0	91.0	91.0	0.0	1.0	1.0	Female
kamillya	0.0	25.0	25.0	0.0	1.0	1.0	Female
kamilya	0.0	498.0	498.0	0.0	1.0	1.0	Female
kamir	0.0	61.0	61.0	0.0	1.0	1.0	Female
kamis	30.0	0.0	30.0	1.0	0.0	1.0	Male
kamissa	0.0	178.0	178.0	0.0	1.0	1.0	Female
kamiya	0.0	22.0	22.0	0.0	1.0	1.0	Female
kamla	0.0	97.0	97.0	0.0	1.0	1.0	Female
kammel	24.0	0.0	24.0	1.0	0.0	1.0	Male
kamran	110.0	0.0	110.0	1.0	0.0	1.0	Male
kamron	423.0	0.0	423.0	1.0	0.0	1.0	Male
kamrone	27.0	0.0	27.0	1.0	0.0	1.0	Male
kamronn	47.0	0.0	47.0	1.0	0.0	1.0	Male
kamuran	20.0	0.0	20.0	1.0	0.0	1.0	Male
kamy	35.0	31.0	66.0	0.5303030303030303	0.4696969696969697	0.5303030303030303	Male
kamyl	311.0	0.0	311.0	1.0	0.0	1.0	Male
kamyla	0.0	166.0	166.0	0.0	1.0	1.0	Female
kamylia	0.0	119.0	119.0	0.0	1.0	1.0	Female
kamylle	0.0	36.0	36.0	0.0	1.0	1.0	Female
kamélia	0.0	1114.0	1114.0	0.0	1.0	1.0	Female
kamélya	0.0	229.0	229.0	0.0	1.0	1.0	Female
kamîl	53.0	0.0	53.0	1.0	0.0	1.0	Male
kamïl	28.0	0.0	28.0	1.0	0.0	1.0	Male
kan	32.0	0.0	32.0	1.0	0.0	1.0	Male
kana	0.0	31.0	31.0	0.0	1.0	1.0	Female
kanan	23.0	0.0	23.0	1.0	0.0	1.0	Male
kancou	0.0	24.0	24.0	0.0	1.0	1.0	Female
kande	112.0	99.0	211.0	0.5308056872037915	0.46919431279620855	0.5308056872037915	Male
kandia	0.0	146.0	146.0	0.0	1.0	1.0	Female
kandice	0.0	79.0	79.0	0.0	1.0	1.0	Female
kandioura	64.0	0.0	64.0	1.0	0.0	1.0	Male
kandji	0.0	85.0	85.0	0.0	1.0	1.0	Female
kandjoura	143.0	0.0	143.0	1.0	0.0	1.0	Male
kandy	0.0	71.0	71.0	0.0	1.0	1.0	Female
kandyce	0.0	60.0	60.0	0.0	1.0	1.0	Female
kandys	0.0	34.0	34.0	0.0	1.0	1.0	Female
kandé	23.0	34.0	57.0	0.40350877192982454	0.5964912280701754	0.5964912280701754	Female
kane	43.0	0.0	43.0	1.0	0.0	1.0	Male
kanel	0.0	111.0	111.0	0.0	1.0	1.0	Female
kanelle	0.0	171.0	171.0	0.0	1.0	1.0	Female
kani	57.0	268.0	325.0	0.1753846153846154	0.8246153846153846	0.8246153846153846	Female
kanika	0.0	32.0	32.0	0.0	1.0	1.0	Female
kanisha	0.0	20.0	20.0	0.0	1.0	1.0	Female
kanita	0.0	29.0	29.0	0.0	1.0	1.0	Female
kanitha	0.0	32.0	32.0	0.0	1.0	1.0	Female
kaniza	0.0	32.0	32.0	0.0	1.0	1.0	Female
kanjoura	23.0	0.0	23.0	1.0	0.0	1.0	Male
kankou	0.0	143.0	143.0	0.0	1.0	1.0	Female
kannelle	0.0	26.0	26.0	0.0	1.0	1.0	Female
kanny	0.0	55.0	55.0	0.0	1.0	1.0	Female
kantara	23.0	0.0	23.0	1.0	0.0	1.0	Male
kanthio	0.0	29.0	29.0	0.0	1.0	1.0	Female
kantin	131.0	0.0	131.0	1.0	0.0	1.0	Male
kanto	0.0	73.0	73.0	0.0	1.0	1.0	Female
kanwal	0.0	23.0	23.0	0.0	1.0	1.0	Female
kany	43.0	329.0	372.0	0.11559139784946236	0.8844086021505376	0.8844086021505376	Female
kanya	0.0	32.0	32.0	0.0	1.0	1.0	Female
kanye	50.0	0.0	50.0	1.0	0.0	1.0	Male
kanza	0.0	221.0	221.0	0.0	1.0	1.0	Female
kao	24.0	0.0	24.0	1.0	0.0	1.0	Male
kaoitar	0.0	23.0	23.0	0.0	1.0	1.0	Female
kaola	0.0	22.0	22.0	0.0	1.0	1.0	Female
kaon	35.0	0.0	35.0	1.0	0.0	1.0	Male
kaori	23.0	102.0	125.0	0.184	0.816	0.816	Female
kaotar	0.0	86.0	86.0	0.0	1.0	1.0	Female
kaou	25.0	0.0	25.0	1.0	0.0	1.0	Male
kaoula	0.0	50.0	50.0	0.0	1.0	1.0	Female
kaoura	0.0	23.0	23.0	0.0	1.0	1.0	Female
kaourantin	23.0	0.0	23.0	1.0	0.0	1.0	Male
kaourou	67.0	0.0	67.0	1.0	0.0	1.0	Male
kaoussou	29.0	0.0	29.0	1.0	0.0	1.0	Male
kaoutar	0.0	1147.0	1147.0	0.0	1.0	1.0	Female
kaoutare	0.0	89.0	89.0	0.0	1.0	1.0	Female
kaouter	0.0	43.0	43.0	0.0	1.0	1.0	Female
kaouthar	0.0	389.0	389.0	0.0	1.0	1.0	Female
kaouthara	0.0	28.0	28.0	0.0	1.0	1.0	Female
kaouther	0.0	101.0	101.0	0.0	1.0	1.0	Female
kapilan	22.0	0.0	22.0	1.0	0.0	1.0	Male
kapucine	0.0	36.0	36.0	0.0	1.0	1.0	Female
kara	32.0	620.0	652.0	0.049079754601226995	0.950920245398773	0.950920245398773	Female
karam	473.0	0.0	473.0	1.0	0.0	1.0	Male
karama	0.0	23.0	23.0	0.0	1.0	1.0	Female
karamba	707.0	0.0	707.0	1.0	0.0	1.0	Male
karamo	43.0	0.0	43.0	1.0	0.0	1.0	Male
karamokho	21.0	0.0	21.0	1.0	0.0	1.0	Male
karamoko	217.0	0.0	217.0	1.0	0.0	1.0	Male
karan	154.0	0.0	154.0	1.0	0.0	1.0	Male
karas	54.0	0.0	54.0	1.0	0.0	1.0	Male
kardelen	0.0	148.0	148.0	0.0	1.0	1.0	Female
kardiatou	0.0	305.0	305.0	0.0	1.0	1.0	Female
kareem	53.0	0.0	53.0	1.0	0.0	1.0	Male
kareen	0.0	372.0	372.0	0.0	1.0	1.0	Female
karel	839.0	233.0	1072.0	0.7826492537313433	0.21735074626865672	0.7826492537313433	Male
karele	0.0	30.0	30.0	0.0	1.0	1.0	Female
karell	28.0	277.0	305.0	0.09180327868852459	0.9081967213114754	0.9081967213114754	Female
karelle	0.0	1201.0	1201.0	0.0	1.0	1.0	Female
karem	78.0	0.0	78.0	1.0	0.0	1.0	Male
karema	0.0	55.0	55.0	0.0	1.0	1.0	Female
karen	56.0	13900.0	13956.0	0.004012611063341932	0.9959873889366581	0.9959873889366581	Female
karene	0.0	927.0	927.0	0.0	1.0	1.0	Female
karenn	0.0	73.0	73.0	0.0	1.0	1.0	Female
karenne	0.0	64.0	64.0	0.0	1.0	1.0	Female
karidia	0.0	36.0	36.0	0.0	1.0	1.0	Female
karidiatou	0.0	30.0	30.0	0.0	1.0	1.0	Female
karidja	0.0	100.0	100.0	0.0	1.0	1.0	Female
karidjatou	0.0	25.0	25.0	0.0	1.0	1.0	Female
karifa	21.0	0.0	21.0	1.0	0.0	1.0	Male
karil	32.0	0.0	32.0	1.0	0.0	1.0	Male
karim	39088.0	24.0	39112.0	0.9993863775823276	0.0006136224176723256	0.9993863775823276	Male
karima	0.0	11453.0	11453.0	0.0	1.0	1.0	Female
karime	327.0	0.0	327.0	1.0	0.0	1.0	Male
karin	34.0	2059.0	2093.0	0.016244624940277116	0.9837553750597229	0.9837553750597229	Female
karina	0.0	2507.0	2507.0	0.0	1.0	1.0	Female
karine	0.0	121145.0	121145.0	0.0	1.0	1.0	Female
karinn	0.0	26.0	26.0	0.0	1.0	1.0	Female
karinne	0.0	929.0	929.0	0.0	1.0	1.0	Female
karis	22.0	0.0	22.0	1.0	0.0	1.0	Male
karish	36.0	0.0	36.0	1.0	0.0	1.0	Male
karishma	0.0	58.0	58.0	0.0	1.0	1.0	Female
karisma	0.0	22.0	22.0	0.0	1.0	1.0	Female
karita	0.0	25.0	25.0	0.0	1.0	1.0	Female
karl	10553.0	0.0	10553.0	1.0	0.0	1.0	Male
karl-alexandre	23.0	0.0	23.0	1.0	0.0	1.0	Male
karl-emmanuel	39.0	0.0	39.0	1.0	0.0	1.0	Male
karl-heinz	22.0	0.0	22.0	1.0	0.0	1.0	Male
karla	0.0	1336.0	1336.0	0.0	1.0	1.0	Female
